MMS ID - 001,034$d,034$e,034$f,034$g,Cartographer - 110,Title - 245$a,Coordinates - 255$c,Publisher details - 260,Description - 300 ,Aperture card reproduction note - 533,Photocopy or reprint note - 534
9918578263607636,E1415200,E1415200,S0380700,S0380700,Victoria.Department of Crown Lands and Survey.,"Dunmore, County of Normanby",(E 141°52'/S 38°07').,"Melbourne :Dept. of Lands and Survey,1913.",1 map on 2 sheets ;sheets 102 x 69 cm.,,
9918578383607636,E1422000,E1422000,S0374300,S0374300,Victoria.Department of Crown Lands and Survey.,"Boonahwah, County of Villiers",(E 142°20'/S 37°43').,"Melbourne :Dept. of Crown Lands and Survey,1880.",1 map ;on sheet 100 x 68 cm.,,
9918581763607636,E1415200,E1415200,S0380700,S0380700,Victoria.Department of Crown Lands and Survey.,"Dunmore, County of Normanby",(E 1415°2'/S 380°7').,"[Melbourne] :C. H. Rixon Govt. Printer,1972.",1 map on 2 sheets ;on sheet 49 x 63 cm.,,
9918581813607636,E1424100,E1424100,S0362300,S0362300,Victoria.Department of Crown Lands and Survey.,"Dunmunkle, County of Borung",(E 1424°1ʹ/S 362°3).,"Melbourne :The Dept. of Lands and Survey,1880.",1 map ;on sheet 104 x 68 cm.,,
9918581823607636,E1424100,E1424100,S0362300,S0362300,Victoria.Department of Crown Lands and Survey.,"Dunmunkle, County of Borung",(E 1424°1ʹ/S 362°3).,"Melbourne :The Dept. of Lands and Survey,1880.",1 map ;on sheet 104 x 68 cm.,,
9918607483607636,E1422500,E1422500,S0350300,S0350300,Victoria.Department of Crown Lands and Survey.,"Boorongie, County of Karkarooc",(E 1422°5'/S 35°03').,"Melbourne :A. J. Mullet, Govt. Printer,1916.",1 map ;102 x 67 cm.,,
9918607683607636,E1411000,E1411000,S0364700,S0364700,Victoria.Department of Crown Lands and Survey.,"Booroopki, County of Lowan",(E 141°10'/S 36°47').,"Melbourne :H. E. Daw, Govt. Printer,1941.",1 map ;53 x 35 cm.,,
9918607733607636,E1434500,E1434500,S0365200,S0365200,Victoria.Department of Crown Lands and Survey.,"Dunolly, County of Gladstone",(E 143°4̊5ʹ/S 36°5̊2ʹ).,"Melbourne :Dept. of Lands and Survey,1970.",1 map on 3 sheets;on sheet 76 x 101 cm and 101 x 76 cm.,,
9918607853607636,E1434500,E1434500,S0365200,S0365200,Victoria.Department of Crown Lands and Survey.,"Dunolly, County of Gladstone",(E 143°4̊5ʹ/S 36°5̊2ʹ).,"Melbourne :Dept. of Lands and Survey,1891.",1 mapon sheet 60 x 67 cm.,,
9918607883607636,,,,,Victoria.Office of Lands and Survey,Special Lands in the Parish of Dunolly,,"Melbourne :Office of Lands and Survey,1862.",1 map22 x 34 cm.,,
9918607993607636,E1454700,E154500,S0360200,S0360200,Victoria.Department of Crown Lands and Survey.,"Boosey, County of Moira",(E 1454°7'/S 36°02').,"Melbourne :Dept. of Lands and Survey,1873.",1 map ;51 x 35 cm.,,
9918608253607636,E1421100,E1421100,S0381500,S0381500,Victoria.Department of Crown Lands and Survey.,"Bootahpool, County of Villiers",(E 142°11'/S 38°15').,"Melbourne :A.J. Mullett, Govt. Printer,1878.",1 map ;68 x 83 cm.,,
9918608453607636,E1434500,E1434500,S0365200,S0365200,Victoria.Department of Crown Lands and Survey,"Dunolly, County of Gladstone",(E143°45'/ S36°52'),"[Melbourne? :Dept. of Lands and Survey,1904?].",1 mapon sheet 68 x 102 cm.,,
9918608523607636,E1440400,E1440400,S0374500,SS0374500,Victoria.Department of Crown Lands and Survey,"Borhoneyghurk, County of Grant",(E 144°04'/S 37°45'' ).,"Melbourne :Albert J. Mullet, Govt. Printer,1916.",1 map ;on sheet 87 x 68 cm.,,
9918609103607636,E1440400,E1440400,S0374500,SS0374500,Victoria.Department of Crown Lands and Survey,"Borhoneyghurk, County of Grant",(E 144°04'/S 37°45'' ).,"Melbourne :Dept. of Crown Lands and Survey,1927.",1 map ;on sheet 87 x 68 cm.,,
9918609193607636,E1440400,E1440400,S0374500,SS0374500,Victoria.Division of Survey and Mapping.,"Parish of Borhoneyghurk, County of Grant",(E 144°04'/S 37°45'' ).,"Melbourne :Division of Survey and Mapping,c. 1977.",1 map ;on sheet 50 x 70 cm.,,
9918609273607636,E1454700,E1454700,S0365600,S0365600,Victoria.Division of Survey and Mapping.,"Parish of Borodomanin, County of Delatite",(E 145°47'/S 36°56' ).,"Melbourne :Division of Survey and Mapping,c. 1981.",1 map ;on sheet 50 x 70 cm.,,
9918609403607636,E1454700,E1454700,S0365600,S0365600,Victoria.Department of Crown Lands and Survey,"Borodomanin, County of Delatite",(E 145°47'/S 36°56' ).,"Melbourne :Dept. of Crown Lands and Survey,1901.",1 map on 2 sheets ;sheets 69 x 102 cm.,,
9918609483607636,E1411500,E1411500,S0370700,S0370700,Victoria.Department of Crown Lands and Survey.,"Durong, County of Lowan",(E 1411°5'/S 370°7').,"Melbourne :W. M. Houston Govt. Printer,1955.",1 map on 2 sheets ;94 x 69 cm and 94 x 69 cm.,,
9918614773607636,E1433900,E1433900,S0361900,S0361900,Victoria.Department of Crown Lands and Survey,"Borung, County of Gladstone",(E 143°39'/S 36°19').,"Melbourne :Dept. of Crown Lands and Survey,1905.",1 map ;on sheet 70 x 110 cm.,,
9918614893607636,,,,,Victoria.Department of Crown Lands and Survey,"Allotments at Borung railway station, Parish of Borung, County of Gladstone",,"Melbourne :Dept. of Crown Lands and Survey,1884.",1 map ;on sheet 34 x 28 cm.,,
9918614933607636,,,,,Victoria.Department of Crown Lands and Survey,"Special lands, Parish of Borung",,"Melbourne :Dept. of Crown Lands and Survey,1865.",1 map ;on sheet 45 x 28 cm.,,
9918615023607636,E1432300,E1432300,S0374500,S0374500,Victoria.Department of Crown Lands and Survey.,"Borriyalloak, County of Hampden",(E 143°23'/S 37°45').,"Melbourne :Dept. of Lands and Survey,1879.",1 map ;on sheet 69 x 110 cm.,,
9918615073607636,E1432300,E1432300,S0374500,S0374500,Victoria.Department of Crown Lands and Survey.,"Parish of Borriyalloak, County of Hampden",(E 143°23'/S 37°45').,"Melbourne :Dept. of Lands and Survey,1863.",1 map ;on sheet 28 x 38 cm.,,
9918616303607636,,,,,Victoria.Department of Crown Lands and Survey,[Map of part of the Parish of Broadford],,"[Melbourne] :[Dept. of Crown Lands and Survey],[1860-1880?].",1 map ;66 x 10 cm.,,
9918623923607636,E1420200,E1420200,S0381000,S0381000,Victoria.Department of Crown Lands and Survey,"Country lands, Parish of Broadwater, County of Villiers",(E 142°02'/S 38°10' ).,"Melbourne :Dept. of Crown Lands and Survey,1864.",1 map ;on sheet 31 x 45 cm.,,
9918624353607636,E1465300,E1465300,S0362400,S0362400,Victoria.Division of Survey and Mapping.,"Bruarong, County of Bogong",(E 1465̊3'/S 362̊4'),"Melbourne :Division of Survey and Mapping ,c.1976.",1 map ;50 x 70 cm.,,
9918624753607636,E1425400,EE1425400,S0382600,S0382600,Victoria.Division of Survey and Mapping.,"Parish of Brucknell, County of Heytesbury",(E 142°54'/S 38°26' ).,"Melbourne :Division of Survey and Mapping,1979.",1 map ;on sheet 50 x 70 cm.,,
9918625263607636,E1425400,E1425400,S0382600,S0382600,Victoria.Department of Crown Lands and Survey.,"Brucknell, County of Heytesbury",(E 142°54'/S 38°26').,"Melbourne :Dept. of Lands and Survey,1944.",1 map :col. ;36 x 30 cm.,,
9918625513607636,E1413200,E1413200,S0372900,S0372900,Victoria.Department of Crown Lands and Survey,"Bruk Bruk, County of Dundas",(E 141°32'/S 37°29' ).,"Melbourne :Dept. of Crown Lands and Survey,1880.",1 map ;on sheet 78 x 56 cm.,,
9918625983607636,E1464900,E1464900,S0383100,S0383100,Victoria.Department of Crown Lands and Survey.,"Bruthen, County of Buln Buln",(E 146°49ʹ/S 38°31ʹ).,"Melbourne :Dept. of Lands and Survey,1920.",1 map ;on sheet 45 x 26 cm.,,
9918626013607636,E1464900,E1464900,S0383100,S0383100,Victoria.Office of Lands and Survey.,Plan of the agricultural area of Bruthen,(E 146°49ʹ/S 38°31ʹ).,"Melbourne :Office of Lands and Survey,1865.",1 map ;on sheet 46 x 48 cm.,,
9918626163607636,,,,,Victoria.Department of Crown Lands and Survey,"Country lots, Parishes of Bruthen & Woranga, Gipps Land",,"Melbourne :Dept. of Crown Lands and Survey,1861.",1 map ;on sheet 27 x 37 cm.,,
9918626553607636,E1431200,E1431200,S0372100,S0372100,Victoria.Department of Crown Lands and Survey.,"Buangor, Counties of Ripon & Kara Kara",(E 143°12'/S 37°21').,"Melbourne :Dept. of Lands and Survey,1879.",1 map ;84 x 66 cm.,,
9918628233607636,E1462100,E1462100,S0382500,S0382500,Victoria.Department of Crown Lands and Survey.,"Budgeree, County of Buln Buln",(E 146°21ʹ/S 38°25ʹ).,"Melbourne :Dept. of Lands and Survey,[19--?].",1 map :mounted on linen ;on sheet 38 x 49 cm.,,
9918628783607636,E1415700,E1415700,S0373200,S0373200,Victoria.Department of Crown Lands and Survey,"Bulart, County of Dundas",(E 141°57'/S 37°32' ).,"Melbourne :Dept. of Crown Lands and Survey,1932.",1 map ;on sheet 58 x 36 cm.,,
9918628843607636,E1415700,E1415700,S0373200,S0373200,Victoria.Department of Crown Lands and Survey,"Special and country lands, Parish of Bulart, County of Dundas",(E 141°57'/S 37°32' ).,"Melbourne :Dept. of Crown Lands and Survey,1861.",1 map ;on sheet 58 x 36 cm.,,
9918628953607636,E1443100,E1443100,S0375500,S0375500,,"Bulban, County of Grant",(E 144°31ʹ/S 37°55ʹ).,"[Melbourne?] :[Dept. of Lands and Survey?],[19--?].",1 map :mounted on linen ;on sheet 45 x 32 cm.,,
9918629013607636,,,,,Victoria.Department of Crown Lands and Survey.,"Country lands, Parish of Bulban, County of Grant",,"Melbourne :Dept. of Crown Lands and Survey,1859.",1 map :mounted on linen ;on sheet 45 x 32 cm.,,
9918629063607636,,,,,Victoria.Department of Crown Lands and Survey.,"Special lands, Parish of Bulban, County of Grant",,"Melbourne :Dept. of Crown Lands and Survey,1864.",1 map :mounted on linen ;on sheet 45 x 32 cm.,,
9918629353607636,E1443100,E1443100,S0375500,S0375500,Victoria.Division of Survey and Mapping.,"Parish of Bulban, County of Grant",(E 144°31'/S 37°55' ).,"Melbourne :Division of Survey and Mapping ,1977.",1 map ;on sheet 70 x 50 cm.,,
9918640053607636,,,,,Victoria.Department of Crown Lands and Survey.,"Bullanbul, County of Villiers",(E 142°30'/S 38°11').,"Melbourne :Dept. of Lands and Survey,1879.",1 map ;on sheet 68 x 61 cm.,,
9920833583607636,,,,,Victoria.Department of Crown Lands and Survey.,"Langkoop, County of Follett",,1966.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920833593607636,,,,,Victoria.Department of Crown Lands and Survey.,"Langley, counties of Dalhousie and Bourke",,1878.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920833603607636,,,,,Victoria.Department of Crown Lands and Survey.,"Langley, County of Dalhousie",,1879.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920833613607636,,,,,Victoria.Department of Crown Lands and Survey.,"Langulac, County of Villiers",,1880.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920833623607636,,,,,Victoria.Department of Crown Lands and Survey.,"Moyne Falls Estate, parishes of Langulac, Minhamite and Tallangoork, County of Villiers",,1956?.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920833633607636,,,,,Victoria.Department of Crown Lands and Survey.,"Stonefield Estate, Parish of Langulac, County fo Villiers",,1958.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920833643607636,,,,,Victoria.Department of Crown Lands and Survey.,"Greenhills Estate, parishes of Langulac and Minhamite, County of Villiers",,[19--?].,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920833653607636,,,,,Victoria.Department of Crown Lands and Survey.,"Langwarrin, County of Mornington",,1972.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920833663607636,,,,,Victoria.Department of Crown Lands and Survey.,"Langwornor, Sheet 2",,1884.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920833673607636,,,,,Victoria.Department of Crown Lands and Survey.,"Langwornor, County of Dalhousie",,[188-?].,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920833683607636,,,,,Victoria.Department of Crown Lands and Survey.,"Landsborough, County of Kara Kara",,1954.,,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920833693607636,,,,,Victoria.Department of Crown Lands and Survey.,"Landsborough, Sheet 2",,1954.,,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920833703607636,,,,,Victoria.Department of Crown Lands and Survey.,"Lara, County of Grant",,1879.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920833713607636,,,,,Victoria.Department of Crown Lands and Survey.,"Plan of Lara Estate, acquited under closer settlement act 1904, County of Grant",,1906.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920833723607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Lara, County of Grant",,1976.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920833733607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Lara, County of Grant, Schedule",,1976.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920833743607636,,,,,Victoria.Department of Crown Lands and Survey.,Larundel. County of Karkarooc,,1915?.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920833753607636,,,,,Victoria.Department of Crown Lands and Survey.,"Township of Lauraville, Gaffney's Creek",,1866.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920833763607636,,,,,Victoria.Department of Crown Lands and Survey.,"Wood's Point Road, Count of Wonnangatta",,1964?.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920833773607636,,,,,Victoria.Department of Crown Lands and Survey.,"Township of Laraville, Gaffney's Creek",,[186-?].,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920833783607636,,,,,Victoria.Department of Crown Lands and Survey.,"Township allotments, Lauraville, Gaffney's Creek",,[19--?].,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920833793607636,,,,,Victoria.Department of Crown Lands and Survey.,"Road traverse, parishes of Kevington, Knockwood, Lauraville and Goulburn, County of Wonnangatta",,[19--?].,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920833803607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Lauriston, County of Dalhousie, Sheet 2",,1970.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920833813607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Lauriston, County of Dalhousie, Sheet 3",,1970.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920833823607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Lauriston, County of Dalhousie, Sheet 4",,1970.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920833833607636,,,,,Victoria.Department of Crown Lands and Survey.,"Lauriston, County of Dalhousie",,1970.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920833843607636,,,,,Victoria.Department of Crown Lands and Survey.,"Lawaluk, County of Grenville",,1879.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920833853607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Lawaluk, County of Grenville",,1898.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920833863607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Lawaluk, County of Grenville",,1981.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920833873607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Lawaluk, County of Grenville, Schedule",,1981.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920833883607636,,,,,Victoria.Department of Crown Lands and Survey.,"Lawloitt, County of Lowan",,[188-?].,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920833893607636,,,,,Victoria.Department of Crown Lands and Survey.,"Leaghur, County of Tatchera",,1963.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920833903607636,,,,,Victoria.Department of Crown Lands and Survey.,"Leaghur, Sheet 2",,1963.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920833913607636,,,,,Victoria.Department of Crown Lands and Survey.,"Ledcourt, County of Borung",,1957.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920833923607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Leccourt, Sheet 2",,1957.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920833933607636,,,,,Victoria.Department of Crown Lands and Survey.,"Leeor, County of Lowan",,1933.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920833943607636,,,,,Victoria.Department of Crown Lands and Survey.,"Leichardt, County of Bendigo",,1939.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920833953607636,,,,,Victoria.Department of Crown Lands and Survey.,"Leongatha, County of Buln Buln",,1949.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920833963607636,,,,,Victoria.Department of Crown Lands and Survey.,"Timms Estate, parishes of Leongatha & Nerrena, County of Buln Buln",,1958.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920833973607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Leongatha, Sheet 1,County of Buln Buln, Schedule ",,1976.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920833983607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Leongatha, Sheet 2,County of Buln Buln, Schedule ",,1976.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920833993607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Leongatha,,County of Buln Buln, (2)",,1978.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920834003607636,,,,,Victoria.Department of Crown Lands and Survey.,"Leongatha, Sheet 2",,[195-?].,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920834013607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Leongatha, County of Buln Buln(1)",,1978.,,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920834023607636,,,,,Victoria.Department of Crown Lands and Survey.,"Lexington, County of Borung",,1875?.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920834033607636,,,,,Victoria.Department of Crown Lands and Survey.,"Lexington, Sheet 2",,[19--?].,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920834043607636,,,,,Victoria.Department of Crown Lands and Survey.,"Lexton, CountIES OF Ripon & Lexon",,1878?.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920834053607636,,,,,Victoria.Department of Crown Lands and Survey.,"Lexton, Sheet 2",,1933.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920834063607636,,,,,Victoria.Department of Crown Lands and Survey.,"Mount Mitchell Estate, Parish of Lexton, County of Talbot",,1957?.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920834073607636,,,,,Victoria.Department of Crown Lands and Survey.,"McAskill's and McNeil's Land, Parish of Lianiduck, County of Karkarooc",,1878.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920834083607636,,,,,Victoria.Department of Crown Lands and Survey.,"Lianiduck, counties of Karkarooc and Tatchera",,1910?.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
